Name,Lat,Long,Temp,Humidity,Cloudiness,Windspeed,Country,Datetime
Bariloche,-41.1456,-71.3082,51.8,93,75,4.61,AR,1618808846
Moindou,-21.6924,165.677,84.2,70,0,6.91,NC,1618808881
Korla,41.7597,86.1469,68.16,21,100,4.74,CN,1618808706
Lamar,33.6668,-95.5836,46.4,87,1,3.44,US,1618808881
Grand Gaube,-20.0064,57.6608,82.99,75,70,8.01,MU,1618808319
Oranjestad,12.524,-70.027,80.6,74,20,23.02,AW,1618808832
Ukiah,39.1502,-123.2078,62.6,34,1,4.23,US,1618808858
Bereda,43.2686,-7.5406,48.0,95,100,1.99,ES,1618808882
Mundo Novo,-11.8589,-40.4725,66.15,98,67,1.14,BR,1618808883
Upington,-28.4478,21.2561,64.4,48,0,9.22,ZA,1618808788
Port Shepstone,-30.7414,30.455,70.05,36,0,6.71,ZA,1618808366
La Trinitaria,16.1167,-92.05,65.7,62,67,3.15,MX,1618808884
Aspindza,41.5739,43.2483,58.1,64,100,5.03,GE,1618808884
Villamontes,-21.25,-63.5,67.95,94,25,4.76,BO,1618808884
Maceió,-9.6658,-35.7353,71.6,100,0,2.3,BR,1618808360
Vinces,-1.55,-79.7333,78.8,83,75,6.91,EC,1618808885
Pimenta Bueno,-11.6725,-61.1936,71.29,97,100,1.99,BR,1618808885
Port Lincoln,-34.7333,135.8667,66.36,53,27,16.89,AU,1618808396
Bubaque,11.2833,-15.8333,77.36,68,65,9.26,GW,1618808410
Tsimmerbude,54.675,20.1347,42.8,81,0,6.71,RU,1618808421
Caravelas,-17.7125,-39.2481,72.91,94,51,5.93,BR,1618808403
Neepawa,50.2289,-99.4664,23.0,63,20,10.36,CA,1618808886
Bouna,9.2667,-3.0,78.17,70,100,6.8,CI,1618808886
Oktyabr'skiy,54.4815,53.471,36.81,58,98,15.21,RU,1618808578
Inuvik,68.3499,-133.7218,48.2,49,16,4.61,CA,1618808359
Kieta,-6.2167,155.6333,85.66,78,62,6.76,PG,1618808414
Araguari,-18.6472,-48.1872,66.2,82,0,5.75,BR,1618808820
Clarence Town,-32.5833,151.7833,75.99,38,20,9.22,AU,1618808887
Mlonggo,-6.5333,110.7,87.8,66,20,9.22,ID,1618808852
Isangel,-19.55,169.2667,87.8,74,40,6.91,VU,1618808434
Vestmannaeyjar,63.4427,-20.2734,38.17,61,97,13.62,IS,1618808811
Nanchang,28.6833,115.8833,64.18,64,99,0.34,CN,1618808692
Charters Towers,-20.1,146.2667,82.06,49,52,14.14,AU,1618808332
Ulaangom,49.9811,92.0667,55.42,20,99,6.69,MN,1618808889
Everett,47.979,-122.2021,59.0,41,1,8.05,US,1618808857
Apac,1.9756,32.5386,68.7,89,74,0.58,UG,1618808889
Pangody,65.85,74.4859,3.43,90,35,12.57,RU,1618808313
Aloleng,16.1307,119.7824,83.37,66,85,13.58,PH,1618808889
Kalmunai,7.4167,81.8167,86.27,64,87,6.76,LK,1618808310
Puerto Escondido,15.85,-97.0667,78.8,83,1,2.3,MX,1618808848
Zaria,11.1113,7.7227,75.99,60,100,8.1,NG,1618808890
Genhe,50.7833,121.5167,38.1,22,4,10.27,CN,1618808655
Mayo,38.8876,-76.5119,52.0,96,98,8.16,US,1618808236
Dunedin,-45.8742,170.5036,66.0,55,96,1.99,NZ,1618808449
Bathsheba,13.2167,-59.5167,78.8,61,20,19.57,BB,1618808409
Maniitsoq,65.4167,-52.9,16.65,61,93,13.47,GL,1618808334
Luwuk,-0.9516,122.7875,81.7,77,100,0.45,ID,1618808813
Griffith,41.5284,-87.4237,50.0,61,75,4.61,US,1618808060
San Juan,-31.5375,-68.5364,72.7,63,77,10.98,AR,1618808430
Kesinga,20.2,83.2333,102.18,16,7,4.03,IN,1618808853
Poronaysk,49.2167,143.1167,37.09,99,100,8.12,RU,1618808888
Jérémie,18.65,-74.1167,76.59,71,21,2.1,HT,1618808893
Broken Hill,-31.95,141.4333,68.0,32,0,8.05,AU,1618808571
Nong Phai,15.9903,101.0618,90.0,63,81,3.36,TH,1618808825
Araouane,18.9048,-3.5265,74.53,15,0,12.12,ML,1618808893
Yatou,37.15,122.3833,65.68,39,0,16.8,CN,1618808853
Caxito,-8.5785,13.6643,80.6,94,75,6.91,AO,1618808820
Lompoc,34.6391,-120.4579,51.8,87,0,5.75,US,1618808312
Kruisfontein,-34.0033,24.7314,68.0,75,62,5.01,ZA,1618808429
Pinega,64.7001,43.3936,37.17,43,80,4.79,RU,1618808894
Tarrafal,15.2833,-23.7667,68.0,83,20,12.66,CV,1618808860
Hofn,64.2539,-15.2082,37.33,71,42,7.38,IS,1618808330
Husavik,66.0449,-17.3389,35.6,48,0,9.22,IS,1618808410
Zhangaözen,43.3,52.8,65.82,40,13,9.66,KZ,1618808895
Buraidah,26.326,43.975,66.2,48,0,5.95,SA,1618808851
Dongsheng,39.8161,109.9776,63.09,11,100,1.14,CN,1618808420
Qaqortoq,60.7167,-46.0333,28.4,34,90,10.36,GL,1618808368
Cururupu,-1.8283,-44.8683,74.08,97,100,2.53,BR,1618808820
Nador,35.174,-2.9287,57.2,94,20,4.72,MA,1618808823
Sagarejo,41.734,45.3315,60.8,72,0,17.27,GE,1618808896
Aykhal,66.0,111.5,10.94,65,80,4.23,RU,1618808593
Fukuechō,32.6881,128.8419,64.4,36,0,13.8,JP,1618808825
Miguel Hidalgo,19.4225,-99.2028,68.0,10,1,5.75,MX,1618808818
Trat,12.5,102.5,86.0,79,40,5.75,TH,1618808861
Vanavara,60.34,102.2797,35.53,64,94,11.81,RU,1618808353
Mingshui,36.7167,117.5,79.0,29,4,3.0,CN,1618808898
Opuwo,-18.0607,13.84,69.69,43,87,11.77,NA,1618808599
Kudahuvadhoo,2.6708,72.8944,82.89,65,19,8.77,MV,1618808404
Robertsport,6.7533,-11.3686,81.27,76,81,3.33,LR,1618808899
Atbasar,51.8,68.3333,31.17,35,51,16.84,KZ,1618808856
Dhankutā,26.9833,87.3333,77.49,29,0,7.83,NP,1618808715
Omīdīyeh,30.7597,49.705,73.4,35,0,4.61,IR,1618808805
Bourail,-21.5667,165.4833,79.36,75,100,4.83,NC,1618808900
Morón,-34.6534,-58.6198,69.01,94,58,7.83,AR,1618808900
Les Escoumins,48.1111,-69.0236,37.4,87,100,3.44,CA,1618808900
Yibin,28.7667,104.6238,60.94,89,100,2.98,CN,1618808234
Khandyga,62.6667,135.6,30.56,95,100,6.67,RU,1618808901
Bud,39.447,-86.1758,46.99,82,87,4.81,US,1618808901
Kiama,-34.6833,150.8667,75.0,52,6,4.0,AU,1618808901
Denpasar,-8.65,115.2167,87.8,66,20,9.22,ID,1618808255
Mayumba,-3.432,10.6554,77.63,90,100,6.02,GA,1618808578
Mocuba,-16.8392,36.9856,66.42,92,64,3.2,MZ,1618808902
Lugovoy,42.9472,72.7644,66.06,33,100,2.66,KZ,1618808902
Balashov,51.5502,43.1667,52.79,71,82,6.46,RU,1618808902
Marrakesh,31.6315,-8.0083,59.0,77,20,1.14,MA,1618808344
Otradnoye,59.7775,30.8181,43.0,61,0,6.71,RU,1618808843
Kaitangata,-46.2817,169.8464,61.59,57,25,9.93,NZ,1618808365
Walvis Bay,-22.9575,14.5053,82.0,44,8,13.42,NA,1618808365
Pogranichnyy,44.4064,131.3769,66.88,21,0,12.55,RU,1618808903
Ibirubá,-28.6275,-53.0897,60.33,91,0,7.83,BR,1618808904
London,51.5085,-0.1257,41.0,87,4,4.61,GB,1618808872
Mbekenyera,-10.0,38.9833,68.99,84,81,5.68,TZ,1618808904
Nabire,-3.3667,135.4833,83.68,72,91,5.19,ID,1618808904
Esim,4.8699,-2.2405,77.34,85,100,3.85,GH,1618808842
Saint-Pierre,-21.3393,55.4781,77.0,83,90,14.97,RE,1618808411
Innisfail,-17.5333,146.0333,76.05,90,100,9.84,AU,1618808501
Kpandae,8.4689,-0.0113,75.7,82,89,4.9,GH,1618808905
Merrillville,41.4828,-87.3328,48.99,57,75,3.44,US,1618808743
Viedma,-40.8135,-62.9967,66.25,87,64,11.23,AR,1618808403
Maracaçumé,-2.0428,-45.9592,72.41,98,100,2.33,BR,1618808906
Beaverlodge,55.2166,-119.4361,35.6,64,20,4.61,CA,1618808391
Mehamn,71.0357,27.8492,37.4,70,0,19.57,NO,1618808388
Port-de-Bouc,43.4,4.9833,46.4,66,0,6.91,FR,1618808906
Luganville,-15.5333,167.1667,83.98,73,95,5.59,VU,1618808906
Pangnirtung,66.1451,-65.7125,4.14,81,63,7.65,CA,1618808369
Faya,18.3851,42.4509,62.6,31,0,6.91,SA,1618808436
Bridlington,54.0831,-0.1919,42.01,93,90,2.3,GB,1618808377
São Miguel do Araguaia,-13.275,-50.1628,70.05,93,93,1.86,BR,1618808580
Río Gallegos,-51.6226,-69.2181,50.0,76,40,5.75,AR,1618808565
Dingle,10.9995,122.6711,87.22,52,100,11.61,PH,1618808353
Coromandel,-18.4733,-47.2003,60.55,89,24,2.24,BR,1618808908
Magdalena,14.1999,121.429,91.4,46,40,8.05,PH,1618808908
Mahon,39.8885,4.2658,53.6,82,0,6.91,ES,1618808908
Ürümqi,43.801,87.6005,73.4,16,0,2.24,CN,1618808812
Weihai,37.5017,122.1136,62.91,43,0,10.25,CN,1618808830
Sioux Lookout,50.1001,-91.917,26.6,80,90,5.75,CA,1618808909
Kashan,33.9831,51.4364,77.7,21,4,2.19,IR,1618808849
Lakatoro,-16.0999,167.4164,83.59,73,71,5.23,VU,1618808439
Knysna,-34.0363,23.0471,64.4,94,90,3.44,ZA,1618808843
Linguère,15.3953,-15.1193,78.57,22,99,8.95,SN,1618808910
Northam,51.0333,-4.2167,42.01,89,66,3.0,GB,1618808578
Cabinda,-5.55,12.2,79.34,86,100,3.96,AO,1618808910
Dambulla,7.86,80.6517,87.3,55,75,7.43,LK,1618808853
Chenghai,23.4632,116.768,77.0,41,0,8.95,CN,1618808911
Mbandaka,0.0487,18.2603,71.33,97,100,2.26,CD,1618808806
Chapais,49.7834,-74.8492,32.0,93,1,3.44,CA,1618808430
Tautira,-17.7333,-149.15,82.4,74,20,4.61,PF,1618808421
Sitia,35.2,26.0986,65.17,69,97,10.27,GR,1618808911
Nishihara,26.1842,127.7558,75.2,53,75,13.8,JP,1618808413
Constitución,-35.3333,-72.4167,54.55,69,36,2.95,CL,1618808410
Hanko,59.8333,22.95,41.0,76,8,1.01,FI,1618808912
Yenagoa,4.9247,6.2642,74.7,92,80,3.94,NG,1618808566
Vao,-22.6667,167.4833,77.58,81,97,9.89,NC,1618808365
Acapulco de Juárez,16.8634,-99.8901,75.52,64,5,6.87,MX,1618808622
Gornopravdinsk,60.05,69.9,19.42,51,95,11.32,RU,1618808913
Bonavista,48.6499,-53.1147,35.6,100,100,2.3,CA,1618808576
San Andrés,12.5847,-81.7006,82.4,83,40,5.75,CO,1618808913
Mount Gambier,-37.8333,140.7667,62.6,67,90,13.8,AU,1618808871
Arinos,-15.9169,-46.1056,68.59,87,69,3.15,BR,1618808914
Plouzané,48.3833,-4.6167,46.4,71,0,5.75,FR,1618808322
Bihārīganj,25.7333,86.9833,95.99,19,0,10.4,IN,1618808914
Camacha,33.0833,-16.3333,60.8,77,20,9.22,PT,1618808583
Tura,25.5198,90.2201,85.08,46,0,7.83,IN,1618808569
Sabha,27.0377,14.4283,65.16,57,20,16.89,LY,1618808396
Dul'durga,50.6761,113.5931,44.73,20,37,6.55,RU,1618808916
Waipawa,-41.4122,175.5153,62.6,72,40,16.11,NZ,1618808675
Inírida,3.8653,-67.9239,72.43,98,100,2.64,CO,1618808917
Ambanja,-13.6833,48.45,78.37,78,48,1.83,MG,1618808612
Kenitra,34.261,-6.5802,44.6,100,1,1.95,MA,1618808806
Lahat,-3.8,103.5333,84.76,74,55,0.87,ID,1618808687
Uruaçu,-14.5247,-49.1408,67.66,89,97,0.94,BR,1618808858
Vasto,42.1243,14.7059,43.0,82,100,7.0,IT,1618808918
Doha,25.2867,51.5333,82.4,30,0,6.91,QA,1618808844
Kupang,-10.1667,123.5833,84.22,57,95,9.98,ID,1618808774
Jacareacanga,-6.2222,-57.7528,71.19,99,97,2.04,BR,1618808918
Mandera,3.9366,41.867,82.67,62,43,11.99,KE,1618808919
Kulu,39.0951,33.0799,57.16,66,100,3.22,TR,1618808855
Nyrob,60.733,56.7202,29.41,50,3,6.11,RU,1618808919
Qinggang,46.6833,126.0833,58.69,42,1,24.67,CN,1618808919
Lipin Bor,60.2622,37.9763,35.71,68,4,8.75,RU,1618808919
Medina Estates,5.6823,-0.1641,77.0,83,0,4.61,GH,1618808920
Venice,27.0998,-82.4543,78.8,89,1,11.5,US,1618808920
Sturgeon Bay,44.8342,-87.377,44.6,81,1,12.66,US,1618808920
Matara,5.9485,80.5353,86.45,65,48,8.77,LK,1618808920
Nhulunbuy,-12.2333,136.7667,84.2,74,75,6.91,AU,1618808920
Dravograd,46.5881,15.0192,39.99,93,100,1.99,SI,1618808921
Vila Velha,-20.3297,-40.2925,77.0,78,20,8.05,BR,1618808343
Hūn,29.1268,15.9477,58.28,75,15,10.96,LY,1618808921
Port Hardy,50.6996,-127.4199,51.8,76,20,3.44,CA,1618808323
Vallenar,-28.5708,-70.7581,61.84,72,1,1.88,CL,1618808398
